customer_id,churn
167939,0
167939,0
167939,0
167939,0
167939,0
167939,0
167939,0
167939,0
167939,0
168227,0
168227,0
168227,0
168227,0
168286,0
168286,0
168286,0
168286,0
168286,0
168286,0
168286,0
168286,0
168286,0
168286,0
168325,0
168408,0
168408,0
168408,0
168408,0
168408,0
168408,0
168408,0
168408,0
168408,0
168408,0
168408,0
168408,0
168408,0
168408,0
169212,0
169212,0
169212,0
169212,0
169212,0
169212,0
169212,0
169217,0
169217,0
169217,0
169217,0
169217,0
169217,0
169277,0
169277,0
169363,0
169405,0
169405,0
169405,0
169405,0
169405,0
169405,0
169405,0
169405,0
169405,0
169405,0
169405,0
169405,0
169496,0
169496,0
169496,0
169496,0
169496,0
169496,0
169496,0
169496,0
169496,0
169496,0
169496,0
169544,0
169544,0
169544,0
169544,0
169544,0
169544,0
169544,0
169544,0
169544,0
169544,0
169544,0
169544,0
169544,0
169544,0
169544,0
169808,0
169808,0
169808,0
169808,0
169808,0
169808,0
169808,0
169808,0
169808,0
169808,0
169808,0
169808,0
169808,0
169808,0
170583,0
170583,0
170583,0
170583,0
170583,0
170583,0
170583,0
170583,0
170583,0
170583,0
170583,0
170583,0
170583,0
170853,0
170853,0
170853,0
170853,0
170853,0
170853,0
170853,0
170853,0
170853,0
170853,0
170853,0
170995,0
170995,0
170995,0
170995,0
170995,0
170995,0
170995,0
170995,0
170995,0
170995,0
170995,0
170995,0
171048,0
171048,0
171048,0
171048,0
171048,0
171048,0
171048,0
171048,0
171048,0
171048,0
171048,0
171076,0
171076,0
171076,0
171076,0
171076,0
171076,0
171076,0
171076,0
171076,0
171076,0
171076,0
171276,0
171276,0
171276,0
171276,0
171276,0
171276,0
171276,0
171276,0
171475,0
171475,0
171475,0
171475,0
171475,0
171475,0
171475,0
171475,0
171475,0
171475,0
171475,0
171475,0
171475,0
171475,0
171475,0
171475,0
171793,0
171793,0
171793,0
171793,0
171793,0
171793,0
171793,0
171793,0
171811,0
171811,0
171811,0
171811,0
171811,0
172023,0
172023,0
172023,0
172023,0
172023,0
172023,0
172023,0
172023,0
172023,0
172023,0
172023,0
172023,0
172023,0
172366,0
172366,0
172366,0
172366,0
172366,0
172366,0
172366,0
172366,0
172366,0
172366,0
172366,0
172366,0
172366,0
172366,0
172438,0
172438,0
172438,0
172438,0
172438,0
172531,0
172531,0
172531,0
172531,0
172531,0
172531,0
172531,0
172531,0
172531,0
172531,0
172531,0
172531,0
172531,0
172552,0
172552,0
172552,0
172552,0
172552,0
172552,0
172552,0
172552,0
172552,0
172552,0
172552,0
172645,0
172645,0
172645,0
172645,0
172645,0
172645,0
172645,0
172645,0
172645,0
172645,0
172645,0
172645,0
173157,0
173157,0
173157,0
173157,0
173333,0
173333,0
173715,0
173715,0
173715,0
173715,0
173715,0
173715,0
173715,0
173715,0
173801,0
173801,0
173801,0
173801,0
173801,0
173801,0
173880,0
173880,0
173880,0
173880,0
173880,0
173880,0
173880,0
173880,0
173880,0
173880,0
173880,0
173880,0
173880,0
173880,0
173985,0
173985,0
173985,0
173985,0
173985,0
173985,0
174193,0
174498,0
174498,0
174498,0
174498,0
174498,0
174498,0
174498,0
174498,0
174498,0
174498,0
174498,0
174498,0
174498,0
174676,0
174676,0
174676,0
174676,0
174676,0
174676,0
174676,0
174676,0
174676,0
174676,0
174676,0
174676,0
174676,0
174676,0
174676,0
174676,0
174676,0
174800,0
174861,0
174861,0
174861,0
174861,0
174861,0
174861,0
174861,0
174861,0
174861,0
174861,0
174979,0
174979,0
174979,0
174979,0
174979,0
174979,0
174979,0
174979,0
175028,0
175028,0
175028,0
175028,0
175028,0
175028,0
175028,0
175028,0
175028,0
175028,0
175028,0
175028,0
175028,0
175028,0
175381,0
175381,0
175381,0
175381,0
175381,0
175381,0
175381,0
175381,0
175381,0
175381,0
175408,0
175408,0
175408,0
175408,0
175408,0
175408,0
176102,0
176102,0
176102,0
176324,0
176324,0
176324,0
176324,0
176324,0
176324,0
176324,0
176324,0
176324,0
176324,0
176324,0
176324,0
176324,0
176324,0
176324,0
176341,0
176341,0
176341,0
176341,0
176341,0
176341,0
176341,0
176341,0
176341,0
176341,0
176341,0
176341,0
176341,0
176341,0
176341,0
176452,0
176552,0
176552,0
176552,0
176552,0
176552,0
176552,0
176552,0
176552,0
176552,0
176552,0
176552,0
176552,0
176552,0
176552,0
176553,0
176553,0
176564,0
176564,0
176564,0
176564,0
176602,0
176602,0
176602,0
176602,0
176602,0
176602,0
176602,0
176602,0
176602,0
176602,0
176602,0
176602,0
176731,0
176731,0
176731,0
176731,0
176731,0
176731,0
176731,0
176731,0
176731,0
176731,0
176731,0
176731,0
176731,0
176793,0
176793,0
176793,0
176911,0
176911,0
176911,0
177087,0
177087,0
177087,0
177087,0
177087,0
177087,0
177087,0
177087,0
177364,0
177364,0
177364,0
177364,0
177364,0
177364,0
177364,0
177364,0
177364,0
177364,0
177364,0
177364,0
177486,0
177486,0
177486,0
177486,0
177486,0
177486,0
177486,0
177486,0
177486,0
177486,0
177486,0
177486,0
177650,0
177650,0
177650,0
177650,0
177650,0
177650,0
177650,0
177650,0
177650,0
177650,0
177698,0
177698,0
177698,0
177698,0
177698,0
177698,0
177698,0
177698,0
177698,0
177698,0
177698,0
177698,0
177757,0
177757,0
177757,0
177757,0
177757,0
177757,0
177757,0
177757,0
177757,0
177757,0
177757,0
177757,0
177757,0
178114,0
178114,0
178114,0
178198,0
178198,0
178198,0
178198,0
178198,0
178198,0
178198,0
178198,0
178198,0
178198,0
178198,0
178198,0
178198,0
178198,0
178198,0
178198,0
178198,0
178286,0
178286,0
178286,0
178286,0
178286,0
178286,0
178286,0
178286,0
178286,0
178374,0
178374,0
178374,0
178374,0
178374,0
178374,0
178374,0
178374,0
178374,0
178374,0
178374,0
178374,0
178374,0
178374,0
178541,0
178541,0
178541,0
178541,0
178541,0
178541,0
178541,0
178541,0
178541,0
178602,0
178602,0
178602,0
178602,0
178742,0
178742,0
178742,0
178742,0
178742,0
178744,0
178744,0
178744,0
178744,0
178744,0
178744,0
178744,0
178744,0
178744,0
178744,0
178744,0
178744,0
178744,0
178744,0
178944,0
178944,0
178944,0
178944,0
178944,0
178944,0
178944,0
178944,0
178944,0
178944,0
178944,0
178944,0
178944,0
178944,0
178944,0
178944,0
178944,0
179250,0
179250,0
179250,0
179250,0
179250,0
179250,0
179250,0
179250,0
179250,0
179250,0
179250,0
179250,0
179250,0
179250,0
179250,0
179250,0
179250,0
179494,0
179494,0
179494,0
179494,0
179494,0
179494,0
179494,0
179494,0
179494,0
179494,0
179494,0
179494,0
179494,0
179494,0
179494,0
179494,0
179560,0
179560,0
179560,0
179665,0
179665,0
179665,0
179665,0
179665,0
179665,0
179665,0
179665,0
179665,0
179665,0
179992,0
180155,0
180155,0
180155,0
180155,0
180155,0
180155,0
180155,0
180155,0
180155,0
180155,0
180155,0
180155,0
180155,0
180155,0
180155,0
180344,0
180344,0
180344,0
180344,0
180344,0
180344,0
180344,0
180344,0
180344,0
180756,0
180756,0
180756,0
180756,0
180756,0
180756,0
180756,0
180756,0
180756,0
180756,0
180756,0
180756,0
180756,0
180756,0
180756,0
180756,0
180840,0
180840,0
180840,0
180840,0
180840,0
180840,0
180851,0
180851,0
180851,0
180851,0
180851,0
180851,0
180851,0
180851,0
180851,0
180851,0
180851,0
180851,0
180851,0
181017,0
181017,0
181017,0
181017,0
181017,0
181017,0
181017,0
181017,0
181017,0
181017,0
181017,0
181387,0
181387,0
181387,0
181387,0
181387,0
181387,0
181387,0
181387,0
181702,0
181822,0
181822,0
181822,0
181822,0
181822,0
181822,0
181822,0
181822,0
181822,0
181822,0
181822,0
181822,0
181822,0
181822,0
181822,0
181834,0
181834,0
181834,0
181834,0
181834,0
181834,0
181834,0
181834,0
181981,0
181981,0
181981,0
181981,0
181981,0
181981,0
181981,0
181981,0
181981,0
181981,0
181981,0
181981,0
181981,0
182008,0
182008,0
182008,0
182008,0
182008,0
182008,0
182008,0
182008,0
182008,0
182008,0
182371,0
182371,0
182371,0
182371,0
182371,0
182371,0
182371,0
182371,0
182371,0
182371,0
182371,0
182371,0
182371,0
182401,0
182401,0
182401,0
182401,0
182401,0
182401,0
182401,0
182401,0
182401,0
182401,0
182401,0
182401,0
182401,0
182401,0
182401,0
182510,0
182891,0
182891,0
182891,0
182891,0
183292,0
183292,0
183292,0
183292,0
183292,0
183292,0
183981,0
183981,0
183981,0
183981,0
183981,0
183996,0
183996,0
183996,0
183996,0
183996,0
183996,0
183998,0
183998,0
183998,0
183998,0
183998,0
183998,0
183998,0
184311,0
184311,0
184311,0
184311,0
184311,0
184311,0
184311,0
184311,0
184311,0
184311,0
184311,0
184311,0
184311,0
184311,0
184311,0
184311,0
184374,0
184374,0
184374,0
184374,0
184374,0
184374,0
184374,0
184374,0
184374,0
184374,0
184431,0
184431,0
184431,0
184431,0
184431,0
184431,0
184431,0
184431,0
184431,0
184431,0
184431,0
184431,0
184441,0
184441,0
184441,0
184441,0
184441,0
184441,0
184441,0
184769,0
184769,0
184769,0
184769,0
184769,0
185132,0
185132,0
185132,0
185132,0
185132,0
185132,0
185132,0
185132,0
185132,0
185132,0
185132,0
185238,0
185238,0
185238,0
185238,0
185238,0
185238,0
185238,0
185238,0
185238,0
185238,0
185238,0
185238,0
185238,0
185288,0
185288,0
185288,0
186028,0
186028,0
186028,0
186028,0
186028,0
186028,0
186028,0
186028,0
186028,0
186028,0
186028,0
186028,0
186028,0
186028,0
186028,0
186028,0
186028,0
186094,0
186094,0
186094,0
186094,0
186094,0
186094,0
186094,0
186094,0
186094,0
186094,0
186094,0
186094,0
186094,0
186348,0
186348,0
186353,0
186353,0
186353,0
186353,0
186353,0
186353,0
186353,0
186353,0
186353,0
186353,0
186488,0
186488,0
186488,0
186488,0
186488,0
186488,0
186488,0
186488,0
186488,0
186488,0
186735,0
186735,0
186735,0
186735,0
186735,0
186735,0
186735,0
186735,0
186735,0
186735,0
186735,0
186735,0
187106,0
187106,0
187106,0
187106,0
187106,0
187106,0
187106,0
187106,0
187106,0
187106,0
187106,0
187106,0
187106,0
187233,0
187233,0
187233,0
187233,0
187233,0
187233,0
187233,0
187233,0
187233,0
187233,0
187233,0
187233,0
187233,0
187233,0
187233,0
187233,0
187233,0
187512,0
187512,0
187512,0
187512,0
187512,0
187512,0
187512,0
187512,0
187512,0
187512,0
187512,0
187512,0
187512,0
187512,0
187512,0
187512,0
187532,0
187532,0
187532,0
187532,0
187532,0
187532,0
187532,0
187532,0
187532,0
187532,0
187532,0
187532,0
187532,0
187532,0
187598,0
187598,0
187598,0
187598,0
187598,0
187598,0
187598,0
187598,0
187598,0
187598,0
187598,0
187598,0
187598,0
187598,0
187598,0
187717,0
187717,0
187717,0
187717,0
187717,0
187717,0
187717,0
187717,0
187717,0
187717,0
187937,0
187937,0
187937,0
187937,0
187937,0
187937,0
187937,0
187937,0
187937,0
187937,0
187937,0
187937,0
188033,0
188033,0
188033,0
188033,0
188033,0
188033,0
188033,0
188033,0
188033,0
188033,0
188033,0
188033,0
188033,0
188033,0
188033,0
188033,0
188052,0
188052,0
188052,0
188052,0
188052,0
188052,0
188052,0
188052,0
188393,0
188393,0
188393,0
188393,0
188393,0
188393,0
188393,0
188393,0
188393,0
188393,0
188673,0
188673,0
188673,0
188673,0
188673,0
188673,0
188764,0
188764,0
188764,0
188764,0
188764,0
189272,0
189644,0
189644,0
189644,0
189644,0
189644,0
189644,0
189644,0
189644,0
189644,0
189644,0
189644,0
189650,0
189650,0
189650,0
189650,0
189650,0
189650,0
189650,0
189650,0
189650,0
189650,0
189650,0
189650,0
189650,0
189650,0
189650,0
189904,0
189904,0
189904,0
189904,0
189904,0
189904,0
189904,0
189904,0
190070,0
190155,0
190155,0
190155,0
190172,0
190172,0
190172,0
190172,0
190264,0
190264,0
190264,0
190264,0
190264,0
190264,0
190264,0
190264,0
190264,0
190264,0
190264,0
190264,0
190264,0
190264,0
190309,0
190309,0
190309,0
190309,0
190309,0
190309,0
190309,0
190309,0
190309,0
190309,0
190309,0
190309,0
190309,0
190309,0
190309,0
190309,0
190309,0
190313,0
190313,0
190313,0
190313,0
190313,0
190313,0
190313,0
190444,0
190444,0
190444,0
190444,0
190444,0
190444,0
190444,0
190799,0
190799,0
190799,0
190799,0
190799,0
190799,0
190799,0
190799,0
190799,0
190799,0
190799,0
190799,0
190799,0
190799,0
190955,0
190955,0
190955,0
190955,0
190955,0
190955,0
190955,0
190955,0
190955,0
190955,0
191110,0
191322,0
191322,0
191322,0
191322,0
191322,0
191322,0
191322,0
191322,0
191322,0
191322,0
191347,0
191347,0
191347,0
191347,0
191347,0
191347,0
191347,0
191347,0
191347,0
191347,0
191347,0
191347,0
191347,0
191347,0
191347,0
191347,0
191539,0
191539,0
191539,0
191539,0
191539,0
191539,0
191617,0
191617,0
191617,0
191617,0
191617,0
191617,0
191617,0
191617,0
191617,0
191617,0
191617,0
191617,0
191617,0
191617,0
191617,0
191823,0
191823,0
191823,0
191823,0
191823,0
191823,0
192060,0
192060,0
192060,0
192060,0
192060,0
192259,0
192515,0
192515,0
192515,0
192515,0
192515,0
192515,0
192515,0
192515,0
192515,0
192515,0
192676,0
192676,0
192676,0
192910,0
192910,0
192910,0
193129,0
193129,0
193129,0
193129,0
193129,0
193129,0
193461,0
193461,0
193461,0
193461,0
193461,0
193461,0
193461,0
193461,0
193461,0
193461,0
193461,0
193916,0
193916,0
193916,0
193916,0
193916,0
193916,0
193916,0
193916,0
193916,0
193916,0
193916,0
193960,0
193960,0
193960,0
193960,0
193960,0
193960,0
193960,0
193960,0
194538,0
194538,0
194538,0
194538,0
194538,0
194538,0
194538,0
194538,0
194538,0
194538,0
194538,0
194608,0
194608,0
194608,0
194666,0
194666,0
194666,0
194666,0
194666,0
194666,0
194666,0
194666,0
194666,0
194666,0
194694,0
194694,0
194694,0
194694,0
194694,0
194694,0
194694,0
194694,0
194694,0
194694,0
194694,0
194694,0
194819,0
194819,0
194819,0
194819,0
194819,0
194819,0
194819,0
194819,0
194819,0
194819,0
194819,0
194819,0
194819,0
194864,0
194864,0
194864,0
194864,0
194864,0
194864,0
194864,0
194864,0
194864,0
194864,0
194864,0
194864,0
194864,0
194917,0
194917,0
194917,0
194917,0
194917,0
194917,0
194917,0
194917,0
194917,0
194917,0
194960,0
194960,0
194960,0
194960,0
194960,0
194960,0
194960,0
194960,0
195187,0
195290,0
195290,0
195290,0
195290,0
195290,0
195290,0
195322,0
195322,0
195322,0
195322,0
195322,0
195322,0
195322,0
195322,0
195322,0
195322,0
195700,0
195700,0
195700,0
195700,0
195700,0
195700,0
195700,0
195700,0
195700,0
195700,0
195700,0
195700,0
195700,0
195700,0
195751,0
